critics_reviews_count,description,developer,genre,genre_tags,link,maturity_rating,metascore,platform,publisher,release_date,title,user_reviews_count,user_score 
17,"The ABC Murders is an adventure and investigation game adapted from the classic Agatha Christie novel. Assume the role of the famous private detective Hercule Poirot and, once again, you find yourself up against a mysterious serial killer who goes by the name of ""ABC"".",Microids,PlayStation 4 Third-Person Games,Adventure,http://www.metacritic.com/game/playstation-4/agatha-christies-the-abc-murders,T,67,PlayStation 4,Microids,2016-02-23,Agatha Christie's The ABC Murders,14,64
18,"World of Tanks is the first and only team-based massively multiplayer online action game dedicated to armored warfare. Throw yourself into the epic tank battles of World War II with other steel cowboys all over the world. Your arsenal includes more than 150 armored vehicles from America, Germany, and the Soviet Union, carefully detailed with historical accuracy. A flexible system of authentic vehicle upgrade and development allows you to try any of the vehicles and weapons in the game. Whether you prefer to exhaust your foes with fast and maneuverable light tanks, make deep breaches in enemy lines with all-purpose medium tanks, use the force of giant tanks to eliminate opposing armored forces, or become a heavy sniper with long-range howitzers, each unit type has its own advantages and can be extremely effective when operated by a true tank ace. But being a great tank commander alone isn't enough to win.",Wargaming.net,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/world-of-tanks,T,80,PlayStation 4,Wargaming.net,2016-01-19,World of Tanks,88,59
64,"Tom Clancy's The Division has players assume the role of Division agents in which they find themselves caught up in an epic conspiracy, forced to combat not only the effects of a manmade virus, but also the rising threat of those behind it.",Massive Entertainment,PlayStation 4 Third-Person Games,Shooter,http://www.metacritic.com/game/playstation-4/tom-clancys-the-division,M,80,PlayStation 4,Ubisoft,2016-03-08,Tom Clancy's The Division,2313,70
40,"The sci-fi action of the EDF series comes to the PlayStation4 for the first time in this reimagining of Earth Defense Force 2025, now with improved framerates and graphics, and over 50% new content. After selecting from one of four unique playable classes and customizing their weapons, players lead NPC troops into city-wide battles against hordes of seemingly endless giant bugs, robots, and other colossal enemies. 2 players can enjoy local co-op and versus modes, while online co-op supports up to four players to increase the odds against a massive swarm of enemies.",Sandlot,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/earth-defense-force-41-the-shadow-of-new-despair,M,64,PlayStation 4,XSEED Games,2015-12-08,Earth Defense Force 4.1: The Shadow of New Despair,60,75
5,"Surrounded by the dead and mistrustful of the living, you – as Michonne - will choose how the story flows through the choices you make, in this three-part episodic miniseries.",Telltale Games,PlayStation 4 Third-Person Games,Adventure,http://www.metacritic.com/game/playstation-4/the-walking-dead-michonne---episode-2-give-no-shelter,M,82,PlayStation 4,Telltale Games,2016-03-29,The Walking Dead: Michonne - Episode 2: Give No Shelter,28,70
30,"Experience a gripping psychological crime thriller filled with innumerable twists and turns, where even the smallest actions and choices can cause dramatic consequences. The hunt is on for the Origami Killer, named after his calling card of leaving folded paper shapes on victims. Four characters, each with their own motives, take part in a desperate attempt to stop the killer from claiming a new victim.","Quantic Dream, Virtuos",PlayStation 4 Third-Person Games,Adventure,http://www.metacritic.com/game/playstation-4/heavy-rain,M,78,PlayStation 4,SCEA,2016-03-01,Heavy Rain,351,79
5,"he Walking Dead: Michonne - A Telltale Miniseries stars the iconic, blade-wielding character from Robert Kirkman's best-selling comic books, portrayed in-game by award-winning actress Samira Wiley. Haunted by her past, and coping with unimaginable loss and regret, the story explores Michonne's absence between issues #126 and #139 of the comic book. Over the three episodes of the miniseries, players will discover what took Michonne away from Rick, Ezekiel, and the rest of her trusted group... and what brought her back.",Skybound LLC,PlayStation 4 Third-Person Games,Adventure,http://www.metacritic.com/game/playstation-4/the-walking-dead-michonne---a-telltale-miniseries,M,64,PlayStation 4,Telltale Games,2016-04-26,The Walking Dead: Michonne - A Telltale Miniseries,28,65
8,The season finale.,Telltale Games,PlayStation 4 Third-Person Games,Adventure,http://www.metacritic.com/game/playstation-4/the-walking-dead-michonne---episode-3-what-we-deserve,M,76,PlayStation 4,Telltale Games,2016-04-26,The Walking Dead: Michonne - Episode 3: What We Deserve,19,78
61,"There is no taking cover or stopping to regenerate health in campaign mode as you beat back Hell’s raging demon hordes. Combine your arsenal of futuristic and iconic guns, upgrades, movement and an advanced melee system to knock-down, slash, stomp, crush, and blow apart demons in creative and violent ways. In multiplayer, dominate your opponents in DOOM’s signature, fast-paced arena-style combat. In both classic and all-new game modes, annihilate your enemies utilizing your personal blend of skill, powerful weapons, vertical movement, and unique power-ups that allow you to play as a demon. DOOM SnapMap is an easy-to-use game and level editor that allows for limitless gameplay experiences on every platform. Anyone can snap together and customize maps, add pre-defined or custom gameplay, and edit game logic to create new modes. Instantly play your creation or make it available to players around the world. [ID/Bethesda]",id Software,PlayStation 4 Third-Person Games,Sci-Fi,http://www.metacritic.com/game/playstation-4/doom,M,85,PlayStation 4,Bethesda Softworks,2016-05-13,DOOM,1535,83
63,"Unleash a devastating array of conventional, hybrid and Alien weaponry and eliminate the Alien masses with extreme firepower in massively destructible environments where collateral damage can literally bring the house down.",Housemarque,PlayStation 4 Third-Person Games,Sci-Fi,http://www.metacritic.com/game/playstation-4/alienation,M,79,PlayStation 4,SCEA,2016-04-26,Alienation,171,80
6,"Shadow Complex Remastered features all the great gameplay from the award-winning classic, updated with exciting new enhancements and achievements to support its debut on PC, PlayStation 4, and Xbox One.",Chair Entertainment,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/shadow-complex-remastered,T,80,PlayStation 4,Epic Games,2016-05-03,Shadow Complex Remastered,33,74
18,"Join Kate Walker, a heroine beyond compare, in the unique world of Syberia. Dive into the story, puzzles, and mysteries of this fabulous adventure, conceived and drawn by Benoit Sokal, with music by Inon Zur. [Playstation.com]",Microids,PlayStation 4 Third-Person Games,Adventure,http://www.metacritic.com/game/playstation-4/syberia-3,T,48,PlayStation 4,Microids,2017-04-25,Syberia 3,41,60
7,"Dive into the underbelly of New York to save what remains in Underground, the first expansion for Tom Clancy’s The Division. Explore the randomly generated mazes of subways, tunnels and sewers to fight deadly enemies and recover powerful loot. Experience an all-new incursion and find the latest weapons, gear and more.",Massive Entertainment,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/tom-clancys-the-division---underground,NA,64,PlayStation 4,Ubisoft,2016-06-28,Tom Clancy's The Division - Underground,25,56
29,"Marvel’s Guardians of the Galaxy: The Telltale Series delivers a wholly new story of the universe’s unlikeliest heroes, the rag-tag band of outlaws who go by the names Star-Lord, Gamora, Drax, Rocket, and Groot. In the wake of an epic battle, the Guardians discover an artifact of unspeakable power.",Telltale Games,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/marvels-guardians-of-the-galaxy---episode-1-tangled-up-in-blue,T,72,PlayStation 4,Telltale Games,2017-04-18,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,45,56
55,"Umbrella Corps brings a competitive experience featuring new types of strategy and technique blended with elements from the world of Resident Evil, to create a ""unique"" kind of shooter.",Capcom,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/umbrella-corps,M,38,PlayStation 4,Capcom,2016-06-21,Umbrella Corps,157,25
10,"The Storm came without warning and wiped out 98 percent of the world's population in a flash. Poof. Adios. Sayonara. Then came the monsters, wave after wave, night after night. Destroying everything in their path. But it's not all doom and gloom. In an abandoned missile silo, we've found one of our first weapons against the Storm  you. We're looking for a few good commanders like you to help make a difference, push back the storm and protect those among us who are unable to protect themselves. Explore the world. Rescue survivors. Make hundreds of guns, swords, and things that go boom. Make impregnable forts. Tastefully decorate with sniper perches, poison gas traps, and jump pads. Take back the world. You know, the usual. And be sure to invite your friends. Welcome to Fortnite.",Epic Games,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/fortnite,T,72,PlayStation 4,Epic Games,2017-07-21,Fortnite,129,46
24,"Dreamfall Chapters continues and concludes the gripping story of Zoe Castillo, the Dreamer. Revisiting familiar locations and characters, and introducing new sights and sounds, new faces, new game mechanics, new thrills and challenges, Dreamfall Chapters takes the player on an emotional, exciting and challenging journey -- from a dystopian cyberpunk future, through the mysterious and dreamlike Storytime, to the magical landscapes of Arcadia.",Red Thread Games,PlayStation 4 Third-Person Games,Fantasy,http://www.metacritic.com/game/playstation-4/dreamfall-chapters,NA,66,PlayStation 4,Red Thread Games,2017-05-05,Dreamfall Chapters,19,73
37,"Drawn To Death will be an arena shooter like you’ve never played before. Part of the reason for this is our unique gameplay. And part of the reason is that the game takes place inside the notebook of a very creative teenage kid; it’s a violent and bizarre landscape filled with all of the weird, amazing, passionate, and exciting fantasies that are swimming around in the head of our teenage artist.",SCEA San Diego Studios,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/drawn-to-death,M,56,PlayStation 4,SCEA,2017-04-04,Drawn to Death,128,60
72,"ABZÛ is an grand descent into the depths of the sea, where players explore ocean environments with fluid swimming controls. The experience draws inspiration from the deep innate narrative that we carry within our subconscious: the story of ABZÛ is a universal myth that resonates across cultures. The name references a concept from the oldest mythologies; it is the combination of the two ancient words AB, meaning ocean, and ZÛ, meaning to know. ABZÛ is the ocean of wisdom. [505 Games]",Giant Squid,PlayStation 4 Third-Person Games,Fantasy,http://www.metacritic.com/game/playstation-4/abzu,E,78,PlayStation 4,505 Games,2016-08-02,ABZU,254,77
9,NA,Telltale Games,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/marvels-guardians-of-the-galaxy---episode-2-under-pressure,T,70,PlayStation 4,Telltale Games,2017-06-06,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,18,39
32,"Prepare to deliver death from every angle, as you master your skills and compete in unprecedented gravity-defying combat in LawBreakers.",Boss Key Productions,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/lawbreakers,M,76,PlayStation 4,Nexon,2017-08-08,LawBreakers,107,57
57,"As a hero-for-hire, survive high-intensity side-scrolling war zones in vertical cities overrun by mysterious smart matter. Weaponize alien tech to destroy enemies infected by deadly Red Matter -- and control Blue Matter to manipulate the world and forge the path forward.","Housemarque, XDEV",PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/matterfall,E10+,72,PlayStation 4,SCEA,2017-08-15,Matterfall,29,76
7,"In the wake of an epic battle, the Guardians discover an artifact of unspeakable power. Each of the Guardians has a reason to desire this relic, as does a ruthless enemy who will stop at nothing to tear it from their hands. From Earth to the Milano to Knowhere and beyond, this five-part episodic series puts you in the rocket-powered boots of Star-Lord in an original Guardians adventure.",Telltale Games,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/marvels-guardians-of-the-galaxy---episode-4-who-needs-you,T,69,PlayStation 4,Telltale Games,2017-10-10,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,5,48
19,"A tactical shooter and comic book adaptation, Rogue Trooper is back, remastered in high definition. Experience combat and third person action in this tale of betrayal and revenge at the far reaches of the galaxy. You are the last Genetic Infantryman (GI). Bred for war and betrayed by your superiors at the Quartz Zone Massacre, you stalk the battlefield as a one-man squad, carrying the sentient biochips of three fallen soldiers in your rifle, pack and helmet. Your mission? Fight your way across the chemical-blasted wastes of Nu-Earth -- a planet ravaged by an endless apocalyptic war  in search of the Traitor General and payback.",Sold Out,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/rogue-trooper-redux,T,58,PlayStation 4,Sold Out,2017-10-17,Rogue Trooper Redux,4,73
7,"In the wake of an epic battle, the Guardians discover an artifact of unspeakable power. Each of the Guardians has a reason to desire this relic, as does a ruthless enemy who will stop at nothing to tear it from their hands. From Earth to the Milano to Knowhere and beyond, this five-part episodic series puts you in the rocket-powered boots of Star-Lord in an original Guardians adventure.",Telltale Games,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/marvels-guardians-of-the-galaxy---episode-3-more-than-a-feeling,T,65,PlayStation 4,Telltale Games,2017-08-22,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,11,59
4,"In the aftermath of an unbearable sacrifice, the Guardians finally fracture. With her opposition in shambles, Hala renews her campaign of death and devastation, carving a path of indiscriminate destruction en route to Knowhere.",Telltale Games,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/marvels-guardians-of-the-galaxy---episode-5-dont-stop-believin,T,71,PlayStation 4,Telltale Games,2017-11-07,Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',NA,NA
25,"The ninja girls of Senran Kagura are back for more in a whole new way, armed with water guns and all-new visual enhancements packed into a third-person splasher. Choose a team of five from the more than 30 girls available, outfit them with customizable weapons and abilities, lead them into lighthearted water gun battles against rival teams in a variety of 5-on-5 team-based combat arenas, or join your friends online and take on opposing teams. Come on in; the water's great! The “No Shirt, No Shoes, All Service” edition comes with a Blu-ray disc containing a compilation of opening animations from previous SENRAN KAGURA games, an art book, a music CD, and a DLC key containing in-game contents Soaking Wet High School Uniform costume, a set of colorful bikini costumes, the Futomaki Roll Bazooka special weapon, a Bebeby pet card, and a special set of skill cards. [Amazon]",Marvelous Inc.,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/senran-kagura-peach-beach-splash,M,70,PlayStation 4,XSEED Games,2017-09-12,Senran Kagura: Peach Beach Splash,29,73
29,"Groan your way through the zombie apocalypse as hit arcade shooter Dead Nation shuffles onto PS4. Fight for your life alone or with a friend as Jack McReady or Scarlett Blake as you step onto the streets of a city overrunwith undead flesh-eaters. And, if you’re feeling really brave, take a walk down the Road of Devastation – a deadly experiment that pushes your survival skills to the absolute limit as you face hordes of zombies with no extra lives and no second chances. [Playstation.com]",Housemarque,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/dead-nation-apocalypse-edition,M,74,PlayStation 4,SCEA,2014-03-04,Dead Nation: Apocalypse Edition,387,71
25,"Set in the far reaches of outer space during a new Dark Age, WARFRAME introduces the Tenno, a race on the brink of extinction after being enslaved by the Grineer for centuries. Players enter WARFRAME on the cusp of the Grineer's victory over the Tenno until they begin to arm themselves with WARFRAMES - an ancient exo-skeletal technology only they can operate. Hidden within the Orokin Derelicts of a lost civilization, new WARFRAMES lie dormant and undiscovered.  These artifacts are the Tenno's only hope for survival.",Digital Extremes,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/warframe,M,64,PlayStation 4,Digital Extremes,2013-11-12,Warframe,339,70
9,"Loadout is a new free-to-play take on fast-paced, multiplayer shooters. Players invent and customize their own outrageous weapons to carry into furious, over-the-top shooter action that truly distinguishes itself from the vast array of modern combat titles. Earn new weapon parts, character customizations, equipment, and accessories as you gain prestige and wealth. The more you play, the more you can customize. There are endless possibilities to truly set yourself apart from your opponents. We'll continue to update Loadout with new items, customizations, game-play modes, features and much more.",Edge of Reality,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/loadout,M,59,PlayStation 4,Edge of Reality,2014-12-16,Loadout,84,59
41,Sniper Elite 3 continues  the story of elite OSS sniper Karl Fairburne during World War II. The title takes players to the unforgiving yet exotic terrain of WWII’s North Africa conflict in a battle against a deadly new foe.,Rebellion,PlayStation 4 Third-Person Games,Shooter,http://www.metacritic.com/game/playstation-4/sniper-elite-iii,M,67,PlayStation 4,505 Games,2014-07-01,Sniper Elite III,191,70
6,"In the distant future; #killallzombies is thrusting civilians into a sport of survival were a ravenous zombie population is unleashed in the name of sports entertainment with television spectators voting upon how many zombies they want to uncage to make survival all the more harder for you to accomplish with the potential of a collective horde of over 1,000 zombies.",Beatshapers,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/killallzombies,T,63,PlayStation 4,Beatshapers,2014-10-28,#KILLALLZOMBIES,16,64
23,"Plants vs. Zombies is digging into the trenches with an explosive new 3D experience. Blast zombies, plants, and new characters with inventive weapons across a mine-blowing PvZ world. Take on Co-Op and Multiplayer action with your friends and sow the seeds of victory!",PopCap,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/plants-vs-zombies-garden-warfare,E10+,75,PlayStation 4,Electronic Arts,2014-08-19,Plants vs Zombies: Garden Warfare,271,76
31,"Octodad: Dadliest Catch is a game about destruction, deception, and fatherhood. The player controls Octodad, a dapper octopus masquerading as a human, as he goes about his life. Octodad's existence is a constant struggle, as he must master mundane tasks with his unwieldy boneless tentacles while simultaneously keeping his cephalopodan nature a secret from his human family.",Kevin Zuhn,PlayStation 4 Third-Person Games,Modern,http://www.metacritic.com/game/playstation-4/octodad-dadliest-catch,E10+,69,PlayStation 4,"Young Horses, Inc",2014-04-22,Octodad: Dadliest Catch,104,69
94,"The Order: 1886 introduces us to a unique vision of Victorian-Era London in which Man uses advanced technology to battle a powerful and ancient enemy.  As Galahad, a member of an elite order of Knights, join a centuries-old war against a powerful threat that will determine the course of history in this third-person action-adventure shooter.","Ready at Dawn, SCE Santa Monica",PlayStation 4 Third-Person Games,General,http://www.metacritic.com/game/playstation-4/the-order-1886,M,63,PlayStation 4,SCEA,2015-02-20,The Order: 1886,3265,67
26,"In the dying embers of World War II, Hitler has unleashed one final, unholy gamble – a legion of undead super soldiers that threatens to swallow up the whole of Europe. Fight alone or team up to save humanity from the zombie menace in this apocalyptic third-person shooter.",Rebellion,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/zombie-army-trilogy,M,62,PlayStation 4,Rebellion,2015-03-03,Zombie Army Trilogy,90,69
45,Something is Rotten in the Land of the Dead... ...and you're being played for a sucker. He sells luxury packages to souls on their 4-year journey to eternal rest. But there is trouble in paradise. Help Manny untangle himself from a conspiracy that threatens his salvation.,Double Fine Productions,PlayStation 4 Third-Person Games,General,http://www.metacritic.com/game/playstation-4/grim-fandango-remastered,T,80,PlayStation 4,Double Fine Productions,2015-01-27,Grim Fandango Remastered,223,78
9,"This ultimate edition contains the acclaimed main thrilling game, as well as additional DLC content in one package. Includes THREE additional single player missions, SIX additional weapon packs with EIGHTEEN new weapons. Additionally the original game has now been expanded with bonus updates since launch to include 6 additional multiplayer maps, a Shooting Range mode, Capture The Flag mode and a brand new Co-Op Overwatch Mission.",Rebellion,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/sniper-elite-iii-ultimate-edition,M,74,PlayStation 4,505 Games,2015-03-10,Sniper Elite III: Ultimate Edition,31,73
21,"Broken Age is a point-and-click adventure telling the stories of a young boy and girl leading parallel lives. The girl has been chosen by her village to be sacrificed to a terrible monster--but she decides to fight back. Meanwhile, a boy on a spaceship is living a solitary life under the care of a motherly computer, but he wants to break free to lead adventures and do good in the world. Adventures ensue.",Double Fine Productions,PlayStation 4 Third-Person Games,Third-Person,http://www.metacritic.com/game/playstation-4/broken-age,E10+,81,PlayStation 4,Double Fine Productions,2015-04-28,Broken Age,178,73
103,"When 8 friends become trapped on a remote mountain getaway gone wrong, things quickly turn sinister and they start to suspect they aren’t alone. Gripped by fear and with tensions in the group running high, you’ll be forced to make snap decisions that could mean life or death for everyone involved. Every choice you make while playing as each of the eight friends – even the seemingly trivial ones – will carve out your own unique story.",SuperMassive Games,PlayStation 4 Third-Person Games,Action Adventure,http://www.metacritic.com/game/playstation-4/until-dawn,M,79,PlayStation 4,SCEA,2015-08-25,Until Dawn,2395,83
56,"Set in a dystopian future, players fight to protect ""Super Earth"" where a managed democracy has mussed the lines between military and government rule. We are losing the war, and the HELLDIVERS are the last line of defense against three invading enemy species.",Arrowhead Game Studios,PlayStation 4 Third-Person Games,Shooter,http://www.metacritic.com/game/playstation-4/helldivers,T,81,PlayStation 4,SCEA,2015-03-03,Helldivers,438,81
11,"Some of you may know me as the Merc with the Mouth. And it's time to get mouthy. Prepare to get Deadpooled. Couple things I'd like to get off my chest: I'm a mercenary for hire with an accelerated healing factor. I like to run my mouth. Some say I'm unstable but I'm very stable. (What about that time we beat the dude with his own arms?) (That doesn't count) And if you want to know what gets me going in the mornings, it's chimichangas! (Mmmmm Chimichangas) WHOA, I feel better now. All right. I'm gonna battle for the safety of humans (and bewbs!) and mutants. (and bewbs!) That's right, $#*! just got real!",High Moon Studios,PlayStation 4 Third-Person Games,Action,http://www.metacritic.com/game/playstation-4/deadpool,M,60,PlayStation 4,Activision,2015-11-17,Deadpool,83,59
25,"Hearts of Stone features over ten hours of new adventures and introduces new characters, powerful monsters, unique romance, and an entirely new storyline shaped by gamer choices. The expansion also introduces a new system of Runewords that significantly affects gameplay. Each Runeword impacts a different aspect of in-game mechanics and allows the players to experiment with various strategies and tactics. [CD Projekt]",CD Projekt Red Studio,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/the-witcher-3-wild-hunt---hearts-of-stone,M,90,PlayStation 4,Warner Bros. Interactive Entertainment,2015-10-12,The Witcher 3: Wild Hunt - Hearts of Stone,1192,86
16,"The Enhanced Edition offers a graphical quality level comparable with the ""Ultra"" settings on the original PC release of Risen 3: Titan Lords and surpasses the originals visuals in a number of areas.",Piranha Bytes,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/risen-3-titan-lords---enhanced-edition,M,51,PlayStation 4,Deep Silver,2015-08-21,Risen 3: Titan Lords - Enhanced Edition,57,47
5,"Forced is a 1-4 player co-op action RPG with puzzle and tactical elements. Assume the role of slaves in the toughest fantasy gladiator school of them all, condemned to fight to the death, all the while attempting to win your freedom.",BetaDwarf,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/forced-slightly-better-edition,T,60,PlayStation 4,BetaDwarf,2015-10-20,Forced: Slightly Better Edition,NA,NA
21,"Wasteland 2 is the direct sequel to the first ever post-apocalyptic computer RPG. The original Wasteland was the inspiration for the FALLOUT series of games, and the first RPG to allow players to split parties for tactical considerations, to face players with moral choices, and to make them deal with the consequences of their actions. It was the first to provide far more than the one-key-for-one-lock style of puzzle solving. It was groundbreaking, which is why IGN named it one of the top 25 PC games of all time, Computer Gaming World named it the Adventure Game of the year in 1988, and it was short-listed for inclusion in the Smithsonian Institutions current Art of the Computer Game exhibition.",InXile Entertainment,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/wasteland-2-directors-cut,M,80,PlayStation 4,Deep Silver,2015-10-13,Wasteland 2: Director's Cut,173,77
4,A dark and twisted action RPG characterized by the series’ signature black humor.,Codemasters,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/overlord-fellowship-of-evil,T,33,PlayStation 4,Codemasters,2015-10-20,Overlord: Fellowship of Evil,14,26
59,"An unseen evil force known as Malevolence is spreading across the land, corrupting the world and causing humanity to falter. Players will embark on an epic journey as Sorey, a young pure-hearted adventurer whose destiny is to become The Shepard, an individual of great power that can banish Malevolence. Does Sorey have the courage and heart to wield this extraordinary responsibility for good, or will he fall prey to the evils of its power? TALES OF ZESTIRIA introduces a new version of its celebrated real-time battle system, allowing for faster combat with side dashes and new fusion technique combo opportunities.  Throughout his quest, Sorey will befriend humans and spirits known as Seraphim, unseen to most humans, to aide him on his journey.  Because of Sorey’s unique ability to communicate with the Seraphim he is able to fuse with their essence to create new elemental artes for strategic attacks to decimate foes.",Bandai Namco Games,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/tales-of-zestiria,T,72,PlayStation 4,Bandai Namco Games,2015-10-20,Tales of Zestiria,361,68
39,"Divinity Original Sin: Enhanced Edition is a much lauded Role-Playing-Game that blends deep customization and humor with dynamic turn based combat. Either in online co-op, split-screen co-op on your TV, or even alone, take advantage of a classless RPG system to create your heroes and conquer the evils of Rivellon!",Larian Studios,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/divinity-original-sin-enhanced-edition,M,88,PlayStation 4,Focus Home Interactive,2015-10-27,Divinity: Original Sin Enhanced Edition,440,79
58,"As the sole survivor of Vault 111, you enter a world destroyed by nuclear war. Every second is a fight for survival, and every choice is yours. Only you can rebuild and determine the fate of the Wasteland. Welcome home.",Bethesda Game Studios,PlayStation 4 Role-Playing Games,General,http://www.metacritic.com/game/playstation-4/fallout-4,M,87,PlayStation 4,Bethesda Softworks,2015-11-10,Fallout 4,4423,66
61,"Set in a nightmare world where hunters from the past are trapped forever, explore brand new stages full of dangers, rewards, and deadly beasts to overcome. You’ll find multiple new outfits and weapons to add to your arsenal as well as additional magic to wield and add more variety to your combat strategy. [SCEJ]",From Software,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/bloodborne-the-old-hunters,M,87,PlayStation 4,SCEA,2015-11-24,Bloodborne: The Old Hunters,1130,91
36,"This new co-op adventure serves up the cheeky light-hearted humor that made the PlayStation 3 game what it was. Up to 4 friends can team up for a not-so-epic adventure to slay monsters, steal loot, rescue the princesses, gobble cake, and defeat the evil Bitter Queen. Your band of comrades will stab, smash, grab and grub your way through the land of Great Bitten with all the mischief that you would expect from a Fat Princess RPG.","SCE Santa Monica, Fun Bits",PlayStation 4 Role-Playing Games,Action,http://www.metacritic.com/game/playstation-4/fat-princess-adventures,T,63,PlayStation 4,SCEA,2015-12-05,Fat Princess Adventures,42,75
32,"Sword Art Online: Lost Song features all-new Aerial Battles and an array of customization features. With an original story based on the ALfheim Online realm, fans will be able to play as Kirito or other key characters from Sword Art Online including Leafa and Asuna to explore Svart ALfheim, a brand new area of ALfheim Online. Players will also be able to create their own customizable avatar and experience co-op play with up to three other friends online.","Bandai Namco Games, Artdink",PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/sword-art-online-lost-song,T,63,PlayStation 4,Bandai Namco Games,2015-11-17,Sword Art Online: Lost Song,73,63
23,"The first PS4 game in the Hyperdimension Neptunia series, this installment features new characters, three worlds to save, three new stories to play, a new powerful transformation mode, extra features to the battle system, and a new dungeon minigame. Enjoy original Japanese and English voiceovers, plus English subtitles, and experience free-roaming turn-based battles as you obtain all of the items you and your new allies need to save Gamindustri.","Idea Factory, Compile Heart",PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/megadimension-neptunia-vii,T,71,PlayStation 4,Idea Factory,2016-02-02,Megadimension Neptunia VII,120,73
5,"Orsinium, ESOTU's largest DLC game pack to date, features a colossal new zone with over 20 hours of story content, a new single-player monster arena, new public dungeons, and much more!",ZeniMax Media,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/the-elder-scrolls-online-tamriel-unlimited---orsinium,M,72,PlayStation 4,Bethesda Softworks,2015-11-18,The Elder Scrolls Online: Tamriel Unlimited - Orsinium,14,55
20,"Two powerful witches have been battling one another for over a hundred years. Now, the Swamp Witch has unleashed the legendary Dark Knights, and seeks to destroy the Forest Witch once and for all!",Nippon Ichi Software,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/the-witch-and-the-hundred-knight-revival-edition,T,63,PlayStation 4,NIS America,2016-03-01,The Witch and the Hundred Knight: Revival Edition,31,71
8,"Crypt of the NecroDancer is a hardcore rhythm-based roguelike game. Can you survive this deadly dungeon of dance, slay the NecroDancer, and recapture your still beating heart? Or will you be a slave to the rhythm for all eternity? Players must move on the beat to navigate procedurally generated dungeons while battling dancing skeletons, zombies, dragons, and more! Groove with the game's epic dance soundtrack, or select songs from your own MP3 collection! You can even play with a dance pad to really shake your bones!",Brace Yourself Games,PlayStation 4 Role-Playing Games,Role-Playing,http://www.metacritic.com/game/playstation-4/crypt-of-the-necrodancer,T,85,PlayStation 4,Brace Yourself Games,2016-02-02,Crypt of the NecroDancer,39,66
