critics_reviews_count,description,developer,genre,genre_tags,link,maturity_rating,metascore,platform,publisher,release_date,title,user_reviews_count,user_score 
18,"In Steep, players can use the innovative trail feature to relive their most inspiring rides and trailblazing achievements, and share them on social networks with friends. Along with sharing ride replays, players can also use this feature to challenge friends to outrace them on a shared path, create epic stunts or set out to discover the massive mountain playground.",Ubisoft Annecy,Xbox One Sports Games,Sports,http://www.metacritic.com/game/xbox-one/steep,T,72,Xbox One,Ubisoft,2016-12-02,Steep,53,67
17,NBA 2K17 promises to take the game to new heights and continue to blur the lines between video game and reality.,Visual Concepts,Xbox One Sports Games,Sports,http://www.metacritic.com/game/xbox-one/nba-2k17,E,90,Xbox One,2K Games,2016-09-16,NBA 2K17,122,60
4,"Play as the greatest champions and live an exciting Tour de France 2017 on consoles, or become a sports manager on PC and lead your favorite pro team to victory.",Cyanide Studios,Xbox One Sports Games,Sports,http://www.metacritic.com/game/xbox-one/tour-de-france-2017,E,65,Xbox One,Focus Home Interactive,2017-06-15,Tour de France 2017,NA,NA
4,"Don Bradman Cricket 17 brings a new control system delivering the batting, bowling, and fielding experience by providing you a greater level of variety and precision of play. Motion captured first class cricketers, including Female Cricketers for the first time in all game modes.",Big Ant Studios,Xbox One Sports Games,Sports,http://www.metacritic.com/game/xbox-one/don-bradman-cricket-17,E,83,Xbox One,Home Entertainment Suppliers,2016-12-15,Don Bradman Cricket 17,18,82
12,"Features thousands of new moves and animations, backstage and in-arena brawling, and the biggest roster of WWE and NXT Superstars and Legends to date. Now more than ever, you will feel like you are commanding an actual WWE broadcast! POWERFUL CREATION SUITE. Create and develop your custom WWE with the deepest Creation Suite to date, featuring new creation options such as Create a Video and Create a Victory. New features and additional content allow you to create custom Superstars, Arenas, and Championships. The power is in your hands to create your WWE. MyCAREER AND WWE UNIVERSE WITH NEW PROMO ENGINE. The all-new Promo Engine brings the drama and personality of the WWE Superstars to life in MyCAREER and WWE Universe modes. Choose your words wisely and smack talk your opponents, start rivalries or form alliances. Your words will shape your characters as they rise through the ranks of NXT and WWE, to become WWE Hall of Famers. [2K Sports]",Yuke's,Xbox One Sports Games,Sports,http://www.metacritic.com/game/xbox-one/wwe-2k17,T,68,Xbox One,2K Sports,2016-10-11,WWE 2K17,39,50
21,"Play with up to three other players locally on your Xbox One or hop online and defeat your opponents with your awesome, acrobatic displays of skill.",Saber Interactive,Xbox One Sports Games,Sports,http://www.metacritic.com/game/xbox-one/nba-playgrounds,E,66,Xbox One,Saber Interactive,2017-05-09,NBA Playgrounds,26,60
7,"Rise to fame and fortune in the largest, most dynamic golf game ever created. Assemble and join online societies with friends, compete in tournaments, and earn money to climb the ranks in golf's largest gaming community.",Maximum Games,Xbox One Sports Games,Sports,http://www.metacritic.com/game/xbox-one/the-golf-club-2,E,69,Xbox One,Maximum Games,2017-06-27,The Golf Club 2,10,72
6,NA,Zen Studios,Xbox One Sports Games,Sports,http://www.metacritic.com/game/xbox-one/infinite-minigolf,E,77,Xbox One,Zen Studios,2017-07-25,Infinite Minigolf,NA,NA
22,"Madden NFL 18 takes a significant visual leap with the power of the Frostbite engine. See stunning new stadium exteriors surrounded by vast cityscapes and watch the spectacle of NFL gameday come to life in the most photorealistic game to date. Play each matchup to your specifications by selecting from three new Play Styles or play the best real world match ups each week in Play Now Live! With the introduction of even more ways to play, coupled with your modes, Madden Ultimate Team and Franchise, this is Madden like you've never seen before.",EA Sports,Xbox One Sports Games,Sports,http://www.metacritic.com/game/xbox-one/madden-nfl-18,E,82,Xbox One,Electronic Arts,2017-08-22,Madden NFL 18,25,62
4,"Grab your board and take on legendary waves in Surf World Series, the arcade surfing game that brings you to 5 of the world's most infamous surfing destinations, including Bell's Beach (Australia), Waimea Bay (Hawaii), Supertubos (Portugal), Cacimba do Padre (Brazil), and Jeffrey's Bay (South Africa).",Climax Studios,Xbox One Sports Games,Sports,http://www.metacritic.com/game/xbox-one/surf-world-series,E,59,Xbox One,Vision Games Publishing LTD,2017-08-30,Surf World Series,NA,NA
16,"NHL 18 is built to deliver the speed, skill, and creativity of today’s young new NHL through Creative Attack controls and the all-new Defensive Skill stick. The new 3-on-3 NHL THREES mode introduces fast-paced, arcade-inspired action and, in Franchise Mode, the Expansion Draft feature lets fans be the first to play as the Vegas Golden Knights, or create and draft their very own 32nd NHL team from the ground up. All of these new features are delivered with the most ways to play multiplayer ever in an EA SPORTS NHL game. [Electronic Arts]",EA Sports,Xbox One Sports Games,Sports,http://www.metacritic.com/game/xbox-one/nhl-18,E10+,77,Xbox One,Electronic Arts,2017-09-12,NHL 18,18,52
11,"Real Touch+ adds a new dimension to ball control, with full body touch allowing various parts of the body to control the ball based on the unpredictability of the ball movement. Set pieces have been reworked with a new Free Kick and Penalty Kick system, alongside the option to choose the new one player kick off. A new mode dedicated to 2v2 and 3v3 co-op play, with support for local guests. Play together with friends, take your team to the top or simply have some fun via one-off casual matches. Compete in PES League in new modes including myClub, Random Selection Match and Online co-op. [Konami]",Konami,Xbox One Sports Games,Sports,http://www.metacritic.com/game/xbox-one/pro-evolution-soccer-2018,E,82,Xbox One,Konami,2017-09-12,Pro Evolution Soccer 2018,25,81
16,"The highest rated* annual sports title of this console generation returns with NBA 2K18, featuring unparalleled authenticity and improvements on the court.",2K Games,Xbox One Sports Games,Sports,http://www.metacritic.com/game/xbox-one/nba-2k18,E10+,85,Xbox One,2K Games,2017-09-15,NBA 2K18,115,16
4,"Experience the full intensity of the biggest matches with Rugby 18, the most complete rugby game to date. Jump into the roles of the official players from the most prestigious teams and leagues of the 2017-2018 season: Aviva Premiership Rugby, Wales, England, Scotland... Dominate all the game phases using intuitive controls, and enjoy innovative gameplay that faithfully reproduces each situation of the sport. On attack or defence, your teammates take their positions and move to develop the game depending on your decisions. Lead your favourite club to the top in Career mode, replay the biggest leagues and tournaments in League mode, and re-write history in the Match of the Week. Build up your dream team in My Squad mode by selecting your favourite players from all of the game's teams. Play one-on-one against a friend on the same console, or against players from around the world online.",Koch Media,Xbox One Sports Games,Sports,http://www.metacritic.com/game/xbox-one/rugby-18,E,58,Xbox One,Maximum Games,2017-10-24,Rugby 18,NA,NA
20,"Score incredible goals in FIFA 18 as new movement and finishing animations unlock more fluid striking and heading of the ball. All-new crossing controls bring greater options to how you send it into the box. Whipped to the spot, arching deliveries, and pinged crosses to the back-stick will shake up your attacks in the final third. The biggest step in gameplay, FIFA 18 introduces Real Player Motion Technology, an all-new animation system that unlocks the next level of responsiveness and player personality. Now Cristiano Ronaldo and other top players feel and move exactly like they do on the real pitch. From tiki-taka to high press, new Team Styles put the most recognised tactics of the world's best clubs on the pitch in FIFA 18. Enjoy more time and space to read the play through New Player Positioning, while improved tactics give players greater options on the ball as teammates exploit space and make new attacking runs. [Electronic Arts]",EA Vancouver,Xbox One Sports Games,Sports,http://www.metacritic.com/game/xbox-one/fifa-18,E,84,Xbox One,Electronic Arts,2017-09-26,FIFA 18,66,48
15,"NBA LIVE 18 introduces THE ONE, a new, dynamic career experience centered on your player, your choices and your legacy. Create your unique player identity and decide how you become a legend by mastering your selected role on the court along with signature abilities and traits, only you can pull off. Embark on your quest to be the greatest basketball player on the planet in The League and The Streets with, or against other players in solo, co-op and multiplayer challenges delivered through LIVE Event content. Dominate the court with innovative one-on-one gameplay arming you with an arsenal of all-new moves for each position with unprecedented control and responsiveness. Put your new-found skills to the test as you manage and build your favorite team in Franchise and Live Ultimate Team.",EA Sports,Xbox One Sports Games,Sports,http://www.metacritic.com/game/xbox-one/nba-live-18,E,72,Xbox One,Electronic Arts,2017-09-15,NBA Live 18,25,72
11,"A new MyCAREER experience puts you on the path to greatness as you journey along on the road to WrestleMania. Explore WWE through free-roaming backstage, conversing with WWE Superstars, forming alliances, making enemies, seeking out quests, and strategizing for upcoming matches. Road to Glory - Can your MyPlayer make it to the WWE Hall of Fame? Introducing the all-new Road to Glory. Compete with opponents online to improve your MyPlayer by earning unlockables, boosts and upgrades all while securing your entry into Special Events that are held alongside real-life WWE special events, such as pay-per-views.",Yuke's,Xbox One Sports Games,Sports,http://www.metacritic.com/game/xbox-one/wwe-2k18,T,69,Xbox One,2K Games,2017-10-13,WWE 2K18,14,44
8,NA,Playrise Digital,Xbox One Racing Games,Racing,http://www.metacritic.com/game/xbox-one/table-top-racing-world-tour,E,75,Xbox One,Playrise Digital,2017-03-10,Table Top Racing: World Tour,NA,NA
6,"In a world dominated by freestyling and risk-taking, impose your riding style throughout the world. Intimidate your opponents and win your races! Moto Racer 4 is a single and multi-player racing game (for up to 10 players) offering an Asphalt and Off Road mode.",PQube,Xbox One Racing Games,Racing,http://www.metacritic.com/game/xbox-one/moto-racer-4,E,59,Xbox One,PQube,2017-01-24,Moto Racer 4,4,55
9,"Speed into the world of Cars as you determine your path to racing mastery in Cars 3: Driven to Win, the game inspired by the Disney Pixar film. Play with over 20 customizable characters including Lightning McQueen, Jackson Storm, Cruz Ramirez and the next generation of racers in over 20 tracks set in iconic locations from the film such as Radiator Springs. Train and advance your abilities in 6 game modes and challenge your family and friends in the Battle Race to become the Ultimate Champion. On the road to becoming a Hall of Fame Driver, training and skill will give you an edge in a race that anyone can win.",Avalanche Software,Xbox One Racing Games,Racing,http://www.metacritic.com/game/xbox-one/cars-3-driven-to-win,E10+,59,Xbox One,Warner Bros. Interactive Entertainment,2017-06-13,Cars 3: Driven to Win,NA,NA
5,NA,Miniclip,Xbox One Racing Games,Racing,http://www.metacritic.com/game/xbox-one/mx-nitro,E10+,69,Xbox One,Miniclip,2017-02-14,MX Nitro,NA,NA
6,"Riptide GP: Renegade drops players into a futuristic world of illicit hydro jet racing, where armored riders kick out death-defying stunts over massive waterfalls, outrun cops, and boost at breakneck speeds across surging waves.  With a deep career mode and both split screen and online multiplayer, Riptide GP: Renegade is the first game in the popular racing series designed especially for modern consoles.",Vector Unit,Xbox One Racing Games,Racing,http://www.metacritic.com/game/xbox-one/riptide-gp-renegade,E10+,75,Xbox One,Vector Unit,2017-02-24,Riptide GP: Renegade,NA,NA
15,"Flatout 4: Total Insanity elevates the level of hard hitting, fast paced action in the demolition derby style racing genre. The game offers bigger, louder, better and more outrageous stunts and collisions. Also, fans of the genre can still enjoy some of the popular classic stunts too, as FlatOut 4: Total Insanity offers something for FlatOut fans both new and familiar.","Strategy First, Kylotonn",Xbox One Racing Games,Racing,http://www.metacritic.com/game/xbox-one/flatout-4-total-insanity,T,66,Xbox One,Strategy First,2017-03-17,FlatOut 4: Total Insanity,15,67
15,"Whether driving the Spy Car destroying a Hovercraft with a NERF Blaster in the Games Room, or the Dump Truck blowing up a Tank with a Dynamite Launcher in the garden, Micro Machines World Series will have players of all ages smiling from ear-to-ear while delivering absolute carnage.","Codemasters, Just Add Water",Xbox One Racing Games,Racing,http://www.metacritic.com/game/xbox-one/micro-machines-world-series,E10+,57,Xbox One,Codemasters,2017-06-30,Micro Machines World Series,7,49
4,"Prepare yourself for the adrenaline of the 2017 MotoGP. Enjoy all the bikes, teams and tracks of the official Championship. Try the new Managerial Career mode and put yourself in the shoes of a team manager, trying to make the right choices both on the track and off it.","Koch Media, Milestone S.r.l",Xbox One Racing Games,Racing,http://www.metacritic.com/game/xbox-one/motogp-17,E,74,Xbox One,Milestone S.r.l,2017-07-11,MotoGP 17,NA,NA
4,"Lightfield is a hyper futuristic racing game with a parkour twist. Drive on any surface including walls, tunnels, and sci-fi architecture to piece together the fastest racing line.",Lost in the Garden,Xbox One Racing Games,Racing,http://www.metacritic.com/game/xbox-one/lightfield,E,65,Xbox One,Lost in the Garden,2017-09-26,Lightfield,NA,NA
8,"Welcome to the Danger Zone, a virtual crash testing facility where you're tasked to survive a variety of challenging and deadly scenarios. With real-world vehicle physics with explosive gameplay, your goal is to cause as much explosive and creative damage as possible. [Xbox.com]",Three Fields Entertainment,Xbox One Racing Games,Racing,http://www.metacritic.com/game/xbox-one/danger-zone,E10+,63,Xbox One,Three Fields Entertainment,2017-10-10,Danger Zone,NA,NA
9,"NEXT GENERATION AG RACING IS HERE! Redout is a tribute to the old racing monsters such as F-Zero, WipeOut, Rollcage, and POD. It is designed to be an uncompromising, fast, tough and satisfying driving experience, soaked in that vertigo that stands at the core of the arcade racing genre. The floating system and driving models are based on physics: each turn, slope, hard braking, acceleration, each turn and twist of the track will apply a unique force to the ship. A sharp low-polygon style blends meshes and terrains with the latest state-of-the-art shading and lighting effects provided by the Unreal Engine 4, creating beautiful and instantly recognisable aesthetics. Breezy coastlines, eerie frozen landscapes, vast desert plains: the melancholic, dystopian atmosphere of a semi abandoned Earth is the background for the most high-speed, tense and beautiful futuristic racing clashes.",34BigThings,Xbox One Racing Games,Racing,http://www.metacritic.com/game/xbox-one/redout,E,77,Xbox One,505 Games,2017-08-29,Redout,19,86
4,"Quest of Dungeons is a turn based dungeon crawler game, a roguelike featuring an old 16-bit retro artistic look.",Upfall Studios,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/quest-of-dungeons,E10+,76,Xbox One,Upfall Studios,2015-09-04,Quest of Dungeons,NA,NA
7,"Divinity Original Sin: Enhanced Edition is a much lauded Role-Playing-Game that blends deep customization and humor with dynamic turn based combat. Either in online co-op, split-screen co-op on your TV, or even alone, take advantage of a classless RPG system to create your heroes and conquer the evils of Rivellon!",Larian Studios,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/divinity-original-sin-enhanced-edition,M,88,Xbox One,Focus Home Interactive,2015-10-27,Divinity: Original Sin Enhanced Edition,115,75
4,"Hearts of Stone features over ten hours of new adventures and introduces new characters, powerful monsters, unique romance, and an entirely new storyline shaped by gamer choices. The expansion also introduces a new system of Runewords that significantly affects gameplay. Each Runeword impacts a different aspect of in-game mechanics and allows the players to experiment with various strategies and tactics. [CD Projekt]",CD Projekt Red Studio,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/the-witcher-3-wild-hunt---hearts-of-stone,M,90,Xbox One,Warner Bros. Interactive Entertainment,2015-10-13,The Witcher 3: Wild Hunt - Hearts of Stone,677,91
13,"Wasteland 2 is the direct sequel to the first ever post-apocalyptic computer RPG. The original Wasteland was the inspiration for the FALLOUT series of games, and the first RPG to allow players to split parties for tactical considerations, to face players with moral choices, and to make them deal with the consequences of their actions. It was the first to provide far more than the one-key-for-one-lock style of puzzle solving. It was groundbreaking, which is why IGN named it one of the top 25 PC games of all time, Computer Gaming World named it the Adventure Game of the year in 1988, and it was short-listed for inclusion in the Smithsonian Institutions current Art of the Computer Game exhibition.",InXile Entertainment,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/wasteland-2-directors-cut,M,77,Xbox One,Deep Silver,2015-10-13,Wasteland 2: Director's Cut,58,71
11,"The Elder Scrolls Online: Tamriel Unlimited includes all the gameplay from the original PC/Mac game, plus all the updates and content additions, including the new Justice and Champion systems.  All existing PC/Mac game accounts, open or closed, will be updated to the Tamriel Unlimited edition in March and former players will be invited back to the game at that time to experience all that is new in the world. New players will make a one-time purchase of the game and play, without restrictions, for as long as they like – without game subscription fees. Tamriel Unlimited will be supported with special, optional downloadable content available for purchase and an in-game Crown Store for convenience and customization items. Regular updates and new gameplay will be offered to all players to enjoy free of additional charges. [Bethesda]",ZeniMax Media,Xbox One Role-Playing Games,First-Person,http://www.metacritic.com/game/xbox-one/the-elder-scrolls-online-tamriel-unlimited,M,77,Xbox One,Bethesda Softworks,2015-06-09,The Elder Scrolls Online: Tamriel Unlimited,618,84
4,"""Forced is a one- to four-player co-op arcade action RPG with puzzle and tactical elements. You are cast as slaves in the toughest fantasy gladiator school of them all, condemned to fight as a gladiator and eventually win your freedom. You will face deadly trials and huge creatures, but Balfus, your Spirit Mentor will guide you in your quest for recognition. Features Gladiator campaign with 25 Arenas and 5 Bosses Four Unique Character Classes, with 16 unlockable abilities each Skill focused, all enemy attacks can be evaded, it's your job to figure out how! The Spirit Mentor, an extra party member which players must control together to gain an upper hand over the enemy Survival Arena Mode (more modes coming) Mark Combat System. Apply marks to enemies with your basic attacks, to set them up for devastating special attacks from you or your allies. History Forced started as a student project in a University in Copenhagen. Built from the ground up with cooperation in mind, the game features several innovative features that drive cooperation between players, leaving egotistical players bleeding in the sand of the arena floor.""",BetaDwarf,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/forced,T,54,Xbox One,BetaDwarf,2015-10-21,FORCED,NA,NA
39,"As the sole survivor of Vault 111, you enter a world destroyed by nuclear war. Every second is a fight for survival, and every choice is yours. Only you can rebuild and determine the fate of the Wasteland. Welcome home.",Bethesda Game Studios,Xbox One Role-Playing Games,General,http://www.metacritic.com/game/xbox-one/fallout-4,M,88,Xbox One,Bethesda Softworks,2015-11-10,Fallout 4,1770,64
6,A dark and twisted action RPG characterized by the series’ signature black humor.,Codemasters,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/overlord-fellowship-of-evil,T,36,Xbox One,Codemasters,2015-10-20,Overlord: Fellowship of Evil,8,36
8,"Set in a gothic-noir universe resembling a fantastical 19th century Europe filled with monsters, magic, and weird technology, The Incredible Adventures of Van Helsing will follow the son of the famed hunter, known in-game as Van Helsing, in a tale wrought with wry humor and snappy dialogue. Van Helsing, a larger-than-life hero possessing a dark yet romantic charm, will follow his path to the dismal land of Borgovia where former supernatural foes have enlisted his help to defeat a new scourge terrorizing the ravaged Eastern European city. With an assortment of extraordinary characters, an engrossing storyline, and a beautifully dark and gothic art style, The Incredible Adventures of Van Helsing looks to bring RPG enthusiasts an anachronistic adventure like no other.",NeocoreGames,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/the-incredible-adventures-of-van-helsing,T,59,Xbox One,NeocoreGames,2015-12-01,The Incredible Adventures of Van Helsing,52,73
5,"With the Wasteland Workshop, design and set cages to capture live creatures – from raiders to Deathclaws! Tame them or have them face off in battle, even against your fellow settlers. The Wasteland Workshop also includes a suite of new design options for your settlements like nixie tube lighting, letter kits, taxidermy and more!",Bethesda Game Studios,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/fallout-4-wasteland-workshop,M,59,Xbox One,Bethesda Softworks,2016-04-12,Fallout 4: Wasteland Workshop,43,22
12,"STRANGER OF SWORD CITY is the next step in the evolution of the traditional dungeon RPG genre. This title contains the three core elements of attraction for dungeon RPGs: character creation, conquering various dungeons, and dungeon crawling gameplay. Furthermore, our experience and know-how with a large number of titles within the Dungeon RPG genre has allowed us to create enhanced support features that allow our users to enjoy the title to their hearts content. Players can switch between the beautiful and fantastical art style of Yoko Tsukamoto, or the art style of Oxijiyen, an artist renowned for their cute character graphics, for the NPC illustrations in game.",Experience Inc.,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/stranger-of-sword-city,T,70,Xbox One,Experience Inc.,2016-03-22,Stranger of Sword City,19,76
11,"The mysterious Mechanist has unleashed a horde of evil robots into the Commonwealth, including the devious Robobrain. Hunt them down and harvest their parts to build and mod your own custom robot companions. Choose from hundreds of mods; mixing limbs, armor, abilities, and weapons like the all-new lightning chain gun. Even customize their paint schemes and choose their voices!",Bethesda Game Studios,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/fallout-4-automatron,M,74,Xbox One,Bethesda Softworks,2016-03-22,Fallout 4: Automatron,56,58
14,"A new case from Valentine’s Detective Agency leads you on a search for a young woman and a secret colony of synths. Travel off the coast of Maine to the mysterious island of Far Harbor, where higher levels of radiation have created a more feral world. Navigate through the growing conflict between the synths, the Children of Atom, and the local townspeople. Will you work towards bringing peace to Far Harbor, and at what cost? Far Harbor features the largest landmass for an add-on that we’ve ever created, filled with new faction quests, settlements, lethal creatures and dungeons. Become more powerful with new, higher-level armor and weapons. The choices are all yours.",Bethesda Game Studios,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/fallout-4-far-harbor,M,78,Xbox One,Bethesda Softworks,2016-05-19,Fallout 4: Far Harbor,80,64
14,"Developed by Japanese developer FromSoftware, DARK SOULS III is the latest chapter in the DARK SOULS series with its trademark sword and sorcery combat and rewarding action RPG gameplay. Players travel across a wide variety of locations in an interconnected world of unrelenting challenge and deep RPG gameplay as they search for a way to survive the coming apocalypse.",From Software,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/dark-souls-iii,M,87,Xbox One,Bandai Namco Games,2016-04-12,Dark Souls III,630,87
6,Welcome to the world of Full Mojo Rampage where you get to control a Voodoo keeper throughout his adventures. As the player you'll need to guide him safely through each level whilst hunting for voodoo dolls and mojos. These mojos can be found throughout the game in the form of amulets and trinkets that bring him strength and luck. They also unleash an array of other powers that you can craft to your own advantage in order to truly master the terrible powers of Voodoo.,Over the Top Games,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/full-mojo-rampage,T,79,Xbox One,Nicalis,2016-06-28,Full Mojo Rampage,NA,NA
8,"Anima Gate of Memories is a third person action RPG in which the player will explore a vast world filled with dangers and wonders. In it you take control of two characters who are trap in a war in the shadows, a secret conflict that will engulf the world into chaos.",Anima Project,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/anima-gate-of-memories,T,72,Xbox One,Badland Games,2016-06-03,Anima: Gate of Memories,21,82
6,"This expansion pack is an old-school add on with 20 hours of new adventures, where players will travel to the land of Toussaint.",CD Projekt Red Studio,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/the-witcher-3-wild-hunt---blood-and-wine,M,94,Xbox One,Warner Bros. Interactive Entertainment,2016-05-31,The Witcher 3: Wild Hunt - Blood and Wine,352,85
9,"The incredible adventures continue, and Van Helsing, the famous monster-hunter returns to save the day again with the help of his charming, ghostly companion, Lady Katarina. The gothic metropolis of weird science is on the brink of destruction as chaos rules the streets and a new enemy plots revenge. It’s time to enter the dark side of Borgova and the forbidden wilderness, but beware: you are not the only one behind a mask.",NeocoreGames,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/the-incredible-adventures-of-van-helsing-ii,T,66,Xbox One,NeocoreGames,2016-07-01,The Incredible Adventures of Van Helsing II,4,68
12,"Spiders are back with The Technomancer, a new post-apocalyptic RPG set in a cyberpunk world for PlayStation 4, Xbox One and PC set on Mars during the War of Water, where an aspiring Technomancer faces a myriad of questions as his future grows threatened by the secrets of his past.",Spiders,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/the-technomancer,M,68,Xbox One,Focus Home Interactive,2016-06-28,The Technomancer,58,73
4,"Death awaits at every corner in Egypt, and only the most audacious warriors will have any chance of success. The Pharaohs army and countless dangerous creatures will stand in your way.",Milkstone Studios,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/pharaonic,T,71,Xbox One,Milkstone Studios,2016-07-13,Pharaonic,6,77
6,"Dungeon Punks is a multiplayer side-scrolling brawler RPG with a unique tag-team system that allows each player to control two heroes at once, while managing and controlling a full party of up to six heroes. The adventure can be enjoyed cooperatively by up to three players via couch co-op, or solo with computer-controlled teammates.",Hyper Awesome Entertainment,Xbox One Role-Playing Games,Action,http://www.metacritic.com/game/xbox-one/dungeon-punks,E10+,71,Xbox One,Hyper Awesome Entertainment,2016-07-26,Dungeon Punks,4,85
5,"Set in the lush and vibrant world of the Forgotten Realms, Sword Coast Legends offers an all-new way to enjoy the time-tested magic of playing Dungeons & Dragons as a shared storytelling experience. With a deep narrative developed by a team of long-time industry veterans and a partnership with Wizards of the Coast, the single player campaign of Sword Coast Legends brings the world of Faerun home like never before.",n-Space,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/sword-coast-legends,T,58,Xbox One,Digital Extremes,2016-07-19,Sword Coast Legends,8,73
5,"Discover the truth behind an enigmatic AI striving to reach the Singularity, a theoretical “event horizon” in which artificial intelligence will surpass human intelligence and all bets about the future will be off. How will you play your part in the story?  Explore the futuristic city of Harbor Prime and meet its many inhabitants, answer the challenges the city has to offer, roam the neon-lit streets, and augment your character with skills and implants.","Dreadlocks Ltd, Dreadlocks",Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/dex,M,69,Xbox One,Dreadlocks Ltd,2016-07-08,Dex,5,82
8,"Explore a beautiful, vast and ruined world riddled with unknown dangers and lost technologies. Inspired by nightmares and dreams alike.",Heart Machine,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/hyper-light-drifter,T,76,Xbox One,Heart Machine,2016-07-26,Hyper Light Drifter,16,68
6,"Take a trip to Nuka-World, a vast amusement park now a lawless city of Raiders. Explore an all-new region with an open wasteland and park zones like Safari Adventure, Dry Rock Gulch, Kiddie Kingdom and the Galactic Zone. Nuka-World features new quests, Raiders, weapons, creatures and more. Enjoy the ride!",Bethesda Game Studios,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/fallout-4-nuka-world,NA,75,Xbox One,Bethesda Softworks,2016-08-30,Fallout 4: Nuka-World,49,60
7,"Desert scavenger Amon soon finds himself in his life's adventure when he crosses paths with a most peculiar creature back home in Zaber. Join Amon and other heroes in this turn-based fantasy RPG, on a journey across the world of Umbra; a mysterious, beautiful but harsh planet that stopped spinning thousands of cycles ago. With a unique set of customizable characters, all with their own personalities and journeys of self-discovery, you will scavenge, explore and fight your way from the everlasting day-side and into the darkness of perpetual night. To save Umbra you must unlock its secrets, expose the shadows, and defeat a growing evil. [Snowcastle]",Snow Castle Games,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/earthlock-festival-of-magic,E10+,66,Xbox One,Snow Castle Games,2016-09-01,Earthlock: Festival of Magic,43,72
10,"The first expansion pack for Mount & Blade introduces an array of brand-new features, highlighted by a multiplayer capability that allows up to 32 players to battle it out in team-deathmatch-style combat on a single map.",Taleworlds,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/mount-blade-warband,T,59,Xbox One,Taleworlds,2016-09-16,Mount & Blade: Warband,22,76
5,"Stories of Bethem: Full Moon is a classic action-RPG adventure full of puzzles and exploration. The game tells the story of Khoma, a young man of Bethem whose father has been cursed by the Blue Witch when he was investigating Indigo Forest.",GuGames DEV,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/stories-of-bethem-full-moon,T,75,Xbox One,GuGames DEV,2016-09-02,Stories of Bethem: Full Moon,4,63
9,"After a tough collision with a septic truck Samuel finds himself bargaining for his life. Eventually he agrees a deal for his life with chronically-uncool 90s throwback, Death, and now has to survive 24 hours doing everything manually.",Perfectly Paranormal,Xbox One Role-Playing Games,Role-Playing,http://www.metacritic.com/game/xbox-one/manual-samuel,T,66,Xbox One,Perfectly Paranormal,2016-10-14,Manual Samuel,NA,NA
39,"Unleash your inner fighter to beat your friends with your bare knuckles. Discover Fighter Within, the next-gen game that provides you with the excitement of a real fight, throwing you into a total-body combat experience. Test your real fighting skills thanks to the next gen of motion recognition. Kinect for Xbox One arms the game with realistic fighting moves using 1:1 precision movement tracking. Enter a brutal, physical, and liberating world: Next-gen graphics, real-time wounds, sweat, and facial impacts in extreme arena environments and primal animations… Kinect allows you to dive into a realistic experience and really feel the fight. Enter a world of sweat, timing, and training.",Ubisoft,Xbox One Sports Games,Sports,http://www.metacritic.com/game/xbox-one/fighter-within,T,23,Xbox One,Ubisoft,2013-11-19,Fighter Within,206,28
